,Unnamed: 0,id,date,timezone,place,tweet,language,hashtags,user_id_str,username,day,hour,retweet,nlikes,nreplies,nretweets,geo,retweet_id,text,retweetcount,likecount,replycount,created_at,unique,text_lem,hashtagsLower,hashtagsList,hashtagsCount,textCount,subjectivity,polarity,sentiment,hype_loop
0,410,1406099563430223872,2021-06-18,-700,,You Pick It! - Which Album to Review in July?  #Maroon5 - #Jordi #BruceSpringsteen - #BornToRun #RobertJohnson - #KingofTheDeltaBluesSingers #RedHotChiliPeppers - #OneHotMinute #Styx - #ParadiseTheatre  https://t.co/SWtilFgfPc,en,"['maroon5', 'jordi', 'brucespringsteen', 'borntorun', 'robertjohnson', 'kingofthedeltabluessingers', 'redhotchilipeppers', 'onehotminute', 'styx', 'paradisetheatre']",717504864117530629,2loud2oldmusic,5,21,False,1,0,1,,,you pick album review july maroon5 jordi brucespringsteen borntorun robertjohnson kingofthedeltabluessingers redhotchilipeppers onehotminute styx paradisetheatre,1,1,0,2021-06-18 21:00:34,2loud2oldmusicYou Pick It! - Which Album to Review in July?  #Maroon5 - #Jordi #BruceSpringsteen - #BornToRun #RobertJohnson - #KingofTheDeltaBluesSingers #RedHotChiliPeppers - #OneHotMinute #Styx - #ParadiseTheatre  https://t.co/SWtilFgfPc,"[('you', 'n'), ('pick', 'v'), ('album', 'a'), ('review', 'n'), ('july', 'n'), ('maroon5', 'a'), ('jordi', 'n'), ('brucespringsteen', 'n'), ('borntorun', 'n'), ('robertjohnson', 'n'), ('kingofthedeltabluessingers', 'n'), ('redhotchilipeppers', 'n'), ('onehotminute', 'v'), ('styx', 'n'), ('paradisetheatre', 'n')]","['maroon5', 'jordi', 'brucespringsteen', 'borntorun', 'robertjohnson', 'kingofthedeltabluessingers', 'redhotchilipeppers', 'onehotminute', 'styx', 'paradisetheatre']","['maroon5',",11,161,0.0,0.0,Neutral,POST
1,411,1406044334538039300,2021-06-18,-700,,A música que eu menos gostei do #jordi não sai da minha cabeçaaaa   would you convince me otherwise?,pt,['jordi'],324463056,mottajuu,5,17,False,0,0,0,,,a música que eu menos gostei jordi não sai da minha cabeçaaaa would convince otherwise,0,0,0,2021-06-18 17:21:07,mottajuuA música que eu menos gostei do #jordi não sai da minha cabeçaaaa   would you convince me otherwise?,"[('a', 'n'), ('música', 'n'), ('que', 'n'), ('eu', 'v'), ('menos', 'n'), ('gostei', 'v'), ('jordi', 'n'), ('não', 'n'), ('sai', 'n'), ('da', 'n'), ('minha', 'n'), ('cabeçaaaa', 'n'), ('would', 'n'), ('convince', 'v'), ('otherwise', 'r')]",['jordi'],['jordi'],9,86,0.0,0.0,Neutral,POST
2,412,1406043900792430594,2021-06-18,-700,,#m5 #maroon5 #JORDI #buttonjordi @maroon5   https://t.co/KGa6E27Jxb,und,"['m5', 'maroon5', 'jordi', 'buttonjordi']",1108624052334268416,Scultra_Sculz,5,17,False,0,0,0,,,m5 maroon5 jordi buttonjordi,0,0,0,2021-06-18 17:19:23,Scultra_Sculz#m5 #maroon5 #JORDI #buttonjordi @maroon5   https://t.co/KGa6E27Jxb,"[('m5', 'n'), ('maroon5', 'n'), ('jordi', 'n'), ('buttonjordi', 'n')]","['m5', 'maroon5', 'jordi', 'buttonjordi']","['m5',",6,28,0.0,0.0,Neutral,POST
3,413,1406029600572989452,2021-06-18,-700,,25: #Jordi  by @maroon5  Why? No seriously why? Every new album this “band” starts to sound more and more like an Adam Levine solo project. They used to make good quality pop rock but now they’re a bunch of directionless sellouts. Fuck this trainwreck.  https://t.co/Ic6khkmjv8,en,['jordi'],4627559308,sebbyskywalker,5,16,False,0,1,0,,,25 jordi no seriously every new album band start sound more like adam levine solo project use make good quality pop rock theyre bunch directionless sellout fuck trainwreck,0,0,1,2021-06-18 16:22:34,sebbyskywalker25: #Jordi  by @maroon5  Why? No seriously why? Every new album this “band” starts to sound more and more like an Adam Levine solo project. They used to make good quality pop rock but now they’re a bunch of directionless sellouts. Fuck this trainwreck.  https://t.co/Ic6khkmjv8,"[('25', 'n'), ('jordi', 'n'), ('no', 'n'), ('seriously', 'r'), ('every', 'n'), ('new', 'a'), ('album', 'n'), ('band', 'n'), ('starts', 'v'), ('sound', 'r'), ('more', 'r'), ('like', 'n'), ('adam', 'a'), ('levine', 'n'), ('solo', 'n'), ('project', 'n'), ('used', 'v'), ('make', 'v'), ('good', 'a'), ('quality', 'n'), ('pop', 'n'), ('rock', 'n'), ('theyre', 'n'), ('bunch', 'n'), ('directionless', 'n'), ('sellouts', 'n'), ('fuck', 'v'), ('trainwreck', 'n')]",['jordi'],['jordi'],9,171,0.5368686868686868,0.2505050505050505,Positive,POST
4,414,1406024527268569092,2021-06-18,-700,,Behind the scenes of our music video for “Lost” directed by Sophie Muller.  #JORDI 🧜‍♀️📲✨  https://t.co/Dmyo0h397Y  https://t.co/apc0ywQjM2,en,['jordi'],24886570,maroon5,5,16,False,1382,27,180,,,behind scene music video lose direct sophie muller jordi,180,1382,27,2021-06-18 16:02:24,maroon5Behind the scenes of our music video for “Lost” directed by Sophie Muller.  #JORDI 🧜‍♀️📲✨  https://t.co/Dmyo0h397Y  https://t.co/apc0ywQjM2,"[('behind', 'n'), ('scenes', 'n'), ('music', 'n'), ('video', 'n'), ('lost', 'v'), ('directed', 'v'), ('sophie', 'a'), ('muller', 'n'), ('jordi', 'n')]",['jordi'],['jordi'],9,56,0.55,-0.15000000000000002,Negative,POST
5,415,1405998387065937923,2021-06-18,-700,,".@maroon5’ #JORDI streams  1st Week +41,600,617 7th day +5,160,901  Total: 1,580,129,687  https://t.co/QVO4ckbu9B",en,['jordi'],1335768481954996226,M5onCharts,5,14,False,18,1,0,,,jordi stream 1st week 41600617 7th day 5160901 total 1580129687,0,18,1,2021-06-18 14:18:32,"M5onCharts.@maroon5’ #JORDI streams  1st Week +41,600,617 7th day +5,160,901  Total: 1,580,129,687  https://t.co/QVO4ckbu9B","[('jordi', 'n'), ('streams', 'n'), ('1st', 'n'), ('week', 'n'), ('41600617', 'n'), ('7th', 'n'), ('day', 'n'), ('5160901', 'n'), ('total', 'n'), ('1580129687', 'n')]",['jordi'],['jordi'],9,63,0.75,0.0,Neutral,POST
6,416,1405988614039773185,2021-06-18,-700,,@maroon5 My Friday Album I love it can’t stop listening to it 😎🙌🏻🎶 #JORDI   https://t.co/4rV0mv1IJ5,en,['jordi'],3366400617,EverydayShevine,5,13,False,6,0,0,,,friday album love cant stop listening jordi,0,6,0,2021-06-18 13:39:42,EverydayShevine@maroon5 My Friday Album I love it can’t stop listening to it 😎🙌🏻🎶 #JORDI   https://t.co/4rV0mv1IJ5,"[('friday', 'a'), ('album', 'n'), ('love', 'n'), ('cant', 'n'), ('stop', 'n'), ('listening', 'n'), ('jordi', 'n')]",['jordi'],['jordi'],9,43,0.6,0.5,Positive,POST
7,417,1405979854051422209,2021-06-18,-700,,My album of the summer @maroon5 #JORDI  https://t.co/TF3YvvMDIP,en,['jordi'],1694415860,HannahRods,5,13,False,0,0,0,,,my album summer jordi,0,0,0,2021-06-18 13:04:53,HannahRodsMy album of the summer @maroon5 #JORDI  https://t.co/TF3YvvMDIP,"[('my', 'n'), ('album', 'n'), ('summer', 'n'), ('jordi', 'n')]",['jordi'],['jordi'],9,21,0.0,0.0,Neutral,POST
8,418,1405966528592371716,2021-06-18,-700,,@maroon5 #love #onelight #m5 #maroon5 #JORDI   https://t.co/AkKZn2WS6h,und,"['love', 'onelight', 'm5', 'maroon5', 'jordi']",1108624052334268416,Scultra_Sculz,5,12,False,1,0,0,,,love onelight m5 maroon5 jordi,0,1,0,2021-06-18 12:11:56,Scultra_Sculz@maroon5 #love #onelight #m5 #maroon5 #JORDI   https://t.co/AkKZn2WS6h,"[('love', 'v'), ('onelight', 'n'), ('m5', 'v'), ('maroon5', 'n'), ('jordi', 'n')]","['love', 'onelight', 'm5', 'maroon5', 'jordi']","['love',",8,30,0.6,0.5,Positive,POST
9,419,1405963662020550656,2021-06-18,-700,,@officialcharts Omg! Where's #Jordi ? Out of top10. 😱 Maroon 5 is going down!! 🤯,en,['jordi'],324658616,EdilsonGracci,5,12,False,1,1,0,,,omg wheres jordi top10 maroon 5 go,0,1,1,2021-06-18 12:00:33,EdilsonGracci@officialcharts Omg! Where's #Jordi ? Out of top10. 😱 Maroon 5 is going down!! 🤯,"[('omg', 'a'), ('wheres', 'n'), ('jordi', 'v'), ('top10', 'a'), ('maroon', 'n'), ('5', 'n'), ('going', 'v')]",['jordi'],['jordi'],9,34,0.0,0.0,Neutral,POST
10,420,1405960762368135168,2021-06-18,-700,,An eighth Top 40 in the bag for @maroon5 on this week's Official Albums Chart ✔️ See what #JORDI landed this week:  https://t.co/JBVw9MyADF  https://t.co/g97DeCsyWO,en,['jordi'],18937505,officialcharts,5,11,False,15,0,3,,,an eighth top 40 bag week official album chart see jordi land week,3,15,0,2021-06-18 11:49:01,officialchartsAn eighth Top 40 in the bag for @maroon5 on this week's Official Albums Chart ✔️ See what #JORDI landed this week:  https://t.co/JBVw9MyADF  https://t.co/g97DeCsyWO,"[('an', 'n'), ('eighth', 'a'), ('top', 'a'), ('40', 'n'), ('bag', 'n'), ('weeks', 'n'), ('official', 'n'), ('albums', 'n'), ('chart', 'v'), ('see', 'v'), ('jordi', 'n'), ('landed', 'v'), ('week', 'n')]",['jordi'],['jordi'],9,66,0.5,0.5,Positive,POST
11,421,1405955482192330756,2021-06-18,-700,,"Tem álbum novo do #Maroon5 na área e, de acordo com nosso querido @Tsbandeira, tem uma vibe diferente no ar... 🎧😀 Vem com a gente:    https://t.co/DAm2pEWPha  #JORDI #Música #resenha #crítica #adamlevine #Ultraverso👽",pt,"['maroon5', 'jordi', 'música', 'resenha', 'crítica', 'adamlevine', 'ultraverso']",1257494618322632705,siteultraverso,5,11,False,6,0,2,,,tem álbum novo maroon5 na área e de acordo com nosso querido tem uma vibe diferente no ar vem com gente jordi música resenha crítica adamlevine ultraverso,2,6,0,2021-06-18 11:28:03,"siteultraversoTem álbum novo do #Maroon5 na área e, de acordo com nosso querido @Tsbandeira, tem uma vibe diferente no ar... 🎧😀 Vem com a gente:    https://t.co/DAm2pEWPha  #JORDI #Música #resenha #crítica #adamlevine #Ultraverso👽","[('tem', 'n'), ('álbum', 'n'), ('novo', 'a'), ('maroon5', 'n'), ('na', 'n'), ('área', 'a'), ('e', 'n'), ('de', 'n'), ('acordo', 'n'), ('com', 'n'), ('nosso', 'n'), ('querido', 'n'), ('tem', 'n'), ('uma', 'a'), ('vibe', 'n'), ('diferente', 'n'), ('no', 'n'), ('ar', 'n'), ('vem', 'n'), ('com', 'n'), ('gente', 'n'), ('jordi', 'n'), ('música', 'n'), ('resenha', 'n'), ('crítica', 'n'), ('adamlevine', 'n'), ('ultraverso', 'n')]","['maroon5', 'jordi', 'música', 'resenha', 'crítica', 'adamlevine', 'ultraverso']","['maroon5',",11,154,0.0,0.0,Neutral,POST
12,422,1405955084475850760,2021-06-18,-700,,Meu Deus #JORDI do @maroon5 tá perfeito demais 🤧❤❤,pt,['jordi'],4205150663,feesanntos,5,11,False,0,0,0,,,meu deus jordi tá perfeito demais,0,0,0,2021-06-18 11:26:28,feesanntosMeu Deus #JORDI do @maroon5 tá perfeito demais 🤧❤❤,"[('meu', 'n'), ('deus', 'n'), ('jordi', 'n'), ('tá', 'n'), ('perfeito', 'n'), ('demais', 'n')]",['jordi'],['jordi'],9,33,0.0,0.0,Neutral,POST
13,423,1405952954054631427,2021-06-18,-700,,Ils entrent directement à la 25ème place du #TopAlbums : c’est @maroon5 avec leur dernier album #Jordi 🌸  https://t.co/klymvn3VIq,fr,"['topalbums', 'jordi']",163272331,CStar,5,11,False,7,0,1,,,il entrent directement à la 25ème place du topalbums cest avec leur dernier album jordi,1,7,0,2021-06-18 11:18:00,CStarIls entrent directement à la 25ème place du #TopAlbums : c’est @maroon5 avec leur dernier album #Jordi 🌸  https://t.co/klymvn3VIq,"[('ils', 'n'), ('entrent', 'a'), ('directement', 'n'), ('à', 'n'), ('la', 'v'), ('25ème', 'n'), ('place', 'n'), ('du', 'n'), ('topalbums', 'n'), ('cest', 'v'), ('avec', 'a'), ('leur', 'n'), ('dernier', 'n'), ('album', 'n'), ('jordi', 'n')]","['topalbums', 'jordi']","['topalbums',",13,87,0.0,0.0,Neutral,POST
14,424,1405943308363444225,2021-06-18,-700,,"@maroon5 @pandoramusic i can't stop listening #JORDI omfg my new obsession. thanks guys, love u. ❤️🌺",en,['jordi'],170802650,worldmarooner,5,10,False,1,1,0,,,cant stop listen jordi omfg new obsession thanks guy love u,0,1,1,2021-06-18 10:39:40,"worldmarooner@maroon5 @pandoramusic i can't stop listening #JORDI omfg my new obsession. thanks guys, love u. ❤️🌺","[('cant', 'a'), ('stop', 'n'), ('listening', 'v'), ('jordi', 'n'), ('omfg', 'r'), ('new', 'a'), ('obsession', 'n'), ('thanks', 'n'), ('guys', 'n'), ('love', 'v'), ('u', 'n')]",['jordi'],['jordi'],9,59,0.41818181818181815,0.2787878787878788,Positive,POST
15,425,1405942931354271749,2021-06-18,-700,,But also listen to the whole album on Spotify (or wherever you get your music) because #JORDI is a banger from start to finish,en,['jordi'],207816385,falloevine,5,10,False,2,0,0,,,but also listen whole album spotify wherever get music jordi banger start finish,0,2,0,2021-06-18 10:38:10,falloevineBut also listen to the whole album on Spotify (or wherever you get your music) because #JORDI is a banger from start to finish,"[('but', 'n'), ('also', 'r'), ('listen', 'a'), ('whole', 'a'), ('album', 'n'), ('spotify', 'v'), ('wherever', 'n'), ('get', 'v'), ('music', 'n'), ('jordi', 'n'), ('banger', 'a'), ('start', 'v'), ('finish', 'v')]",['jordi'],['jordi'],9,80,0.4,0.2,Positive,POST
16,426,1405942661412888576,2021-06-18,-700,,"Listen to ""Beautiful Mistakes"" on @pandoramusic's Top Pop Hits playlist #JORDI  https://t.co/5nMdQWMH3B  https://t.co/XLj3WaSJiq",en,['jordi'],24886570,maroon5,5,10,False,832,11,74,,,listen beautiful mistake top pop hit playlist jordi,74,832,11,2021-06-18 10:37:06,"maroon5Listen to ""Beautiful Mistakes"" on @pandoramusic's Top Pop Hits playlist #JORDI  https://t.co/5nMdQWMH3B  https://t.co/XLj3WaSJiq","[('listen', 'r'), ('beautiful', 'a'), ('mistakes', 'n'), ('top', 'a'), ('pop', 'n'), ('hits', 'n'), ('playlist', 'v'), ('jordi', 'n')]",['jordi'],['jordi'],9,51,0.75,0.675,Positive,POST
17,427,1405940034046410754,2021-06-18,-700,,"Frais, entraînant, le nouvel opus de #Maroon5 est bien au-dessus du précédent. #JORDI n'a pas la force pop d'un Overexposed ou d'un V mais il offre une écoute très plaisante. Gros coup de cœur pour l'artwork canon, Lovesick &amp; Convince me otherwise. En single après la pépite Lost?  https://t.co/OVnM0eHr56",fr,"['maroon5', 'jordi']",1066998210,yannickvernay,5,10,False,0,0,0,,,frais entraînant le nouvel opus de maroon5 est bien audessus du précédent jordi na pas la force pop dun overexpose ou dun v mais il offre une écoute très plaisante gros coup de cœur pour lartwork canon lovesick amp convince otherwise en single après la pépite lose,0,0,0,2021-06-18 10:26:39,"yannickvernayFrais, entraînant, le nouvel opus de #Maroon5 est bien au-dessus du précédent. #JORDI n'a pas la force pop d'un Overexposed ou d'un V mais il offre une écoute très plaisante. Gros coup de cœur pour l'artwork canon, Lovesick &amp; Convince me otherwise. En single après la pépite Lost?  https://t.co/OVnM0eHr56","[('frais', 'n'), ('entraînant', 'a'), ('le', 'n'), ('nouvel', 'a'), ('opus', 'n'), ('de', 'n'), ('maroon5', 'n'), ('est', 'a'), ('bien', 'n'), ('audessus', 'n'), ('du', 'n'), ('précédent', 'n'), ('jordi', 'n'), ('na', 'n'), ('pas', 'v'), ('la', 'n'), ('force', 'n'), ('pop', 'n'), ('dun', 'n'), ('overexposed', 'v'), ('ou', 'a'), ('dun', 'n'), ('v', 'n'), ('mais', 'n'), ('il', 'n'), ('offre', 'n'), ('une', 'a'), ('écoute', 'a'), ('très', 'n'), ('plaisante', 'n'), ('gros', 'n'), ('coup', 'v'), ('de', 'n'), ('cœur', 'n'), ('pour', 'n'), ('lartwork', 'n'), ('canon', 'n'), ('lovesick', 'n'), ('amp', 'n'), ('convince', 'n'), ('otherwise', 'r'), ('en', 'a'), ('single', 'a'), ('après', 'n'), ('la', 'n'), ('pépite', 'n'), ('lost', 'v')]","['maroon5', 'jordi']","['maroon5',",11,264,0.21428571428571427,-0.07142857142857142,Negative,POST
18,428,1405910253552779270,2021-06-18,-700,,#JORDI era el álbum que necesitaba y no lo sabía.,es,['jordi'],2155859906,regina_zavaleta,5,8,False,0,0,0,,,jordi era el álbum que necesitaba no lo sabía,0,0,0,2021-06-18 08:28:19,regina_zavaleta#JORDI era el álbum que necesitaba y no lo sabía.,"[('jordi', 'n'), ('era', 'n'), ('el', 'n'), ('álbum', 'n'), ('que', 'n'), ('necesitaba', 'v'), ('no', 'n'), ('lo', 'n'), ('sabía', 'n')]",['jordi'],['jordi'],9,45,0.0,0.0,Neutral,POST
19,429,1405907776346497037,2021-06-18,-700,,Listening the new @maroon5 album #JORDI with Spatial Audio and Dolby Atmos on my AirPods Pro is an amazing experience! BTW “Lost” is the best song in the album 🎧  https://t.co/15RTYoIYip,en,['jordi'],935957325973721088,rezendsgn,5,8,False,0,0,0,,,listen new album jordi spatial audio dolby atmos airpods pro amazing experience btw lose best song album,0,0,0,2021-06-18 08:18:29,rezendsgnListening the new @maroon5 album #JORDI with Spatial Audio and Dolby Atmos on my AirPods Pro is an amazing experience! BTW “Lost” is the best song in the album 🎧  https://t.co/15RTYoIYip,"[('listening', 'v'), ('new', 'a'), ('album', 'n'), ('jordi', 'n'), ('spatial', 'a'), ('audio', 'n'), ('dolby', 'n'), ('atmos', 'a'), ('airpods', 'n'), ('pro', 'a'), ('amazing', 'a'), ('experience', 'n'), ('btw', 'n'), ('lost', 'v'), ('best', 'r'), ('song', 'n'), ('album', 'n')]",['jordi'],['jordi'],9,104,0.5515151515151515,0.5787878787878787,Positive,POST
20,430,1405888662508822530,2021-06-18,-700,,Sextou por aqui! E vamos dar stream na lenda!!! ▶️ #Lost #JORDI   Escolha o melhor serviço de stream e quebra o repeat!  @SpotifyBR -  https://t.co/yXq7awf0XC  ⬇️,pt,"['lost', 'jordi']",17192216,maroon5br,5,7,False,10,1,3,,,sextou por aqui e vamos dar stream na lenda lose jordi escolha melhor serviço de stream e quebra repeat,3,10,1,2021-06-18 07:02:31,maroon5brSextou por aqui! E vamos dar stream na lenda!!! ▶️ #Lost #JORDI   Escolha o melhor serviço de stream e quebra o repeat!  @SpotifyBR -  https://t.co/yXq7awf0XC  ⬇️,"[('sextou', 'n'), ('por', 'n'), ('aqui', 'n'), ('e', 'n'), ('vamos', 'n'), ('dar', 'n'), ('stream', 'n'), ('na', 'n'), ('lenda', 'n'), ('lost', 'v'), ('jordi', 'n'), ('escolha', 'n'), ('melhor', 'n'), ('serviço', 'n'), ('de', 'n'), ('stream', 'n'), ('e', 'n'), ('quebra', 'n'), ('repeat', 'n')]","['lost', 'jordi']","['lost',",8,103,0.0,0.0,Neutral,POST
21,431,1405841362663088129,2021-06-18,-700,,"Red blue pill was a mess but a good mess so maybe I mentally ditched after that, LMAO. Anyways let me stream #jordi",en,['jordi'],925745839363862528,hidemyse1f,5,3,False,0,0,0,,,red blue pill mess good mess maybe mentally ditched lmao anyways let stream jordi,0,0,0,2021-06-18 03:54:34,"hidemyse1fRed blue pill was a mess but a good mess so maybe I mentally ditched after that, LMAO. Anyways let me stream #jordi","[('red', 'a'), ('blue', 'n'), ('pill', 'n'), ('mess', 'n'), ('good', 'a'), ('mess', 'n'), ('maybe', 'r'), ('mentally', 'r'), ('ditched', 'a'), ('lmao', 'n'), ('anyways', 'n'), ('let', 'v'), ('stream', 'n'), ('jordi', 'n')]",['jordi'],['jordi'],9,81,0.32142857142857145,0.12142857142857141,Positive,POST
22,432,1405799839640731650,2021-06-18,-700,,Agora tô no modo repeat nessa aqui. 🥰 #JORDI @maroon5  https://t.co/swGuy8zZio,pt,['jordi'],1393156927060905984,bacanagarotaa,5,1,False,1,0,0,,,agora tô no modo repeat nessa aqui jordi,0,1,0,2021-06-18 01:09:34,bacanagarotaaAgora tô no modo repeat nessa aqui. 🥰 #JORDI @maroon5  https://t.co/swGuy8zZio,"[('agora', 'n'), ('tô', 'v'), ('no', 'n'), ('modo', 'n'), ('repeat', 'n'), ('nessa', 'a'), ('aqui', 'n'), ('jordi', 'n')]",['jordi'],['jordi'],9,40,0.0,0.0,Neutral,POST
23,433,1405799463290015750,2021-06-18,-700,,"#JORDI não tem uma música ruim, né? Nossa! Que álbum maravilhoso 🆘️💥",pt,['jordi'],1393156927060905984,bacanagarotaa,5,1,False,0,0,0,,,jordi não tem uma música ruim né nossa que álbum maravilhoso,0,0,0,2021-06-18 01:08:05,"bacanagarotaa#JORDI não tem uma música ruim, né? Nossa! Que álbum maravilhoso 🆘️💥","[('jordi', 'n'), ('não', 'a'), ('tem', 'n'), ('uma', 'a'), ('música', 'n'), ('ruim', 'n'), ('né', 'a'), ('nossa', 'a'), ('que', 'n'), ('álbum', 'n'), ('maravilhoso', 'n')]",['jordi'],['jordi'],9,60,0.0,0.0,Neutral,POST
24,434,1405776438465163271,2021-06-17,-700,,Top 10 Album ON ITUNES WorldWide... 1. RiBBon - #BamBam  2. #BTS THE BEST - #BTS #방탄소년단 3. #JORDI - #Maroon5 4. 25 - #Adele  5. Ghost Stories #Coldplay 6. Planet Nine : Alter Ego #ONEWE 7. Gold #ABBA 8. RAM #DaftPunk 9. GreatestHits #GunsNRoses  10. SOUR #OliviaRodrigo,en,"['bambam', 'bts', 'bts', '방탄소년단', 'jordi', 'maroon5', 'adele', 'coldplay', 'onewe', 'abba', 'daftpunk', 'gunsnroses', 'oliviarodrigo']",1273642737481334784,TRPTV2,4,23,False,947,38,1274,,,top 10 album itunes worldwide 1 ribbon bambam 2 bts best bts 방탄소년단 3 jordi maroon5 4 25 adele 5 ghost story coldplay 6 planet nine alter ego onewe 7 gold abba 8 ram daftpunk 9 greatesthits gunsnroses 10 sour oliviarodrigo,1274,947,38,2021-06-17 23:36:35,TRPTV2Top 10 Album ON ITUNES WorldWide... 1. RiBBon - #BamBam  2. #BTS THE BEST - #BTS #방탄소년단 3. #JORDI - #Maroon5 4. 25 - #Adele  5. Ghost Stories #Coldplay 6. Planet Nine : Alter Ego #ONEWE 7. Gold #ABBA 8. RAM #DaftPunk 9. GreatestHits #GunsNRoses  10. SOUR #OliviaRodrigo,"[('top', 'a'), ('10', 'n'), ('album', 'a'), ('itunes', 'n'), ('worldwide', 'r'), ('1', 'n'), ('ribbon', 'n'), ('bambam', 'n'), ('2', 'n'), ('bts', 'n'), ('best', 'r'), ('bts', 'n'), ('방탄소년단', 'v'), ('3', 'n'), ('jordi', 'n'), ('maroon5', 'v'), ('4', 'n'), ('25', 'n'), ('adele', 'n'), ('5', 'n'), ('ghost', 'n'), ('stories', 'n'), ('coldplay', 'v'), ('6', 'n'), ('planet', 'a'), ('nine', 'n'), ('alter', 'n'), ('ego', 'n'), ('onewe', 'v'), ('7', 'n'), ('gold', 'n'), ('abba', 'n'), ('8', 'n'), ('ram', 'n'), ('daftpunk', 'n'), ('9', 'n'), ('greatesthits', 'n'), ('gunsnroses', 'v'), ('10', 'n'), ('sour', 'a'), ('oliviarodrigo', 'n')]","['bambam', 'bts', 'bts', '방탄소년단', 'jordi', 'maroon5', 'adele', 'coldplay', 'onewe', 'abba', 'daftpunk', 'gunsnroses', 'oliviarodrigo']","['bambam',",10,221,0.3,0.45,Positive,POST
25,435,1405776245162270726,2021-06-17,-700,,✨新譜情報✨  #maroon5      4年振りとなる最新アルバム ｢ジョーディ｣  様々な意味を込めて作られた アルバムになっており、 とても注目されています！  只今店内にて展開中です🎶  バンダレコード富谷店 #maroon5     #マルーン5 #jordi      #ジョーディ  https://t.co/RWnbOXhFee,ja,"['maroon5', 'maroon5', 'マルーン5', 'jordi', 'ジョーディ']",3037841988,vnd_tomiya,4,23,False,1,0,0,,,新譜情報 maroon5 4年振りとなる最新アルバム ジョーディ 様々な意味を込めて作られた アルバムになっており とても注目されています 只今店内にて展開中です バンダレコード富谷店 maroon5 マルーン5 jordi ジョーディ,0,1,0,2021-06-17 23:35:49,vnd_tomiya✨新譜情報✨  #maroon5      4年振りとなる最新アルバム ｢ジョーディ｣  様々な意味を込めて作られた アルバムになっており、 とても注目されています！  只今店内にて展開中です🎶  バンダレコード富谷店 #maroon5     #マルーン5 #jordi      #ジョーディ  https://t.co/RWnbOXhFee,"[('新譜情報', 'a'), ('maroon5', 'n'), ('4年振りとなる最新アルバム', 'n'), ('ジョーディ', 'n'), ('様々な意味を込めて作られた', 'n'), ('アルバムになっており', 'n'), ('とても注目されています', 'n'), ('只今店内にて展開中です', 'n'), ('バンダレコード富谷店', 'n'), ('maroon5', 'n'), ('マルーン5', 'n'), ('jordi', 'n'), ('ジョーディ', 'n')]","['maroon5', 'maroon5', 'マルーン5', 'jordi', 'ジョーディ']","['maroon5',",11,118,0.0,0.0,Neutral,POST
26,436,1405775231587737606,2021-06-17,-700,,Yay!! On No.2 Congratulations!! @maroon5 &amp; #adamlevine Keep Rocking... #JORDI  A https://youtu.be/BSzSn-PRdtI,en,"['adamlevine', 'jordi']",1248103516435918848,my_krasha,4,23,False,4,0,0,,,yay no2 congratulation amp adamlevine keep rock jordi prdti,0,4,0,2021-06-17 23:31:47,my_krashaYay!! On No.2 Congratulations!! @maroon5 &amp; #adamlevine Keep Rocking... #JORDI  A https://youtu.be/BSzSn-PRdtI,"[('yay', 'n'), ('no2', 'a'), ('congratulations', 'n'), ('amp', 'v'), ('adamlevine', 'a'), ('keep', 'v'), ('rocking', 'v'), ('jordi', 'n'), ('prdti', 'n')]","['adamlevine', 'jordi']","['adamlevine',",14,59,0.0,0.0,Neutral,POST
27,437,1405774782394605568,2021-06-17,-700,,@WORLDMUSICAWARD @maroon5 @yugyeom @BTS_twt @BamBam1A @Adele @coldplay @ABBA @Olivia_Rodrigo #Jordi Should Be On No.1 Spot   #AdamLevine #Maroon5 @maroon5 @adamlevine #M5,en,"['jordi', 'adamlevine', 'maroon5', 'm5']",1248103516435918848,my_krasha,4,23,False,1,0,0,,,jordi no1 spot adamlevine maroon5 m5,0,1,0,2021-06-17 23:30:00,my_krasha@WORLDMUSICAWARD @maroon5 @yugyeom @BTS_twt @BamBam1A @Adele @coldplay @ABBA @Olivia_Rodrigo #Jordi Should Be On No.1 Spot   #AdamLevine #Maroon5 @maroon5 @adamlevine #M5,"[('jordi', 'n'), ('no1', 'n'), ('spot', 'n'), ('adamlevine', 'n'), ('maroon5', 'n'), ('m5', 'n')]","['jordi', 'adamlevine', 'maroon5', 'm5']","['jordi',",9,36,0.0,0.0,Neutral,POST
28,438,1405773941747064848,2021-06-17,-700,,@WORLDMUSICAWARD @maroon5 @yugyeom @BTS_twt @BamBam1A @Adele @coldplay @ABBA @Olivia_Rodrigo Keep Streaming Guys All The Songs Of #Jordi We Are Proud #M5 Army.. https://t.co/RnVSD5TKrX,en,"['jordi', 'm5']",1265492068417392640,KrashaC,4,23,False,2,1,0,,,keep stream guys song jordi proud m5 army,0,2,1,2021-06-17 23:26:40,KrashaC@WORLDMUSICAWARD @maroon5 @yugyeom @BTS_twt @BamBam1A @Adele @coldplay @ABBA @Olivia_Rodrigo Keep Streaming Guys All The Songs Of #Jordi We Are Proud #M5 Army.. https://t.co/RnVSD5TKrX,"[('keep', 'v'), ('streaming', 'v'), ('guys', 'a'), ('songs', 'n'), ('jordi', 'n'), ('proud', 'a'), ('m5', 'n'), ('army', 'n')]","['jordi', 'm5']","['jordi',",9,41,1.0,0.8,Positive,POST
